study,pair,date,side,outcome,tie,k,bucket
single pct_b,AUDUSD,2018-05-01,bottom,timeout,False,20,2
single pct_b,AUDUSD,2018-06-04,top,reversal,False,11,3
single pct_b,AUDUSD,2018-08-10,bottom,continuation,False,20,2
single pct_b,AUDUSD,2018-10-05,bottom,timeout,False,20,3
single pct_b,AUDUSD,2018-12-03,top,reversal,False,9,2
single pct_b,AUDUSD,2018-12-19,bottom,continuation,False,11,3
single pct_b,AUDUSD,2019-01-31,top,reversal,False,3,1
single pct_b,AUDUSD,2019-03-06,bottom,timeout,False,20,2
single pct_b,AUDUSD,2019-04-10,top,reversal,False,10,2
single pct_b,AUDUSD,2019-07-18,top,reversal,False,6,3
single pct_b,AUDUSD,2019-07-30,bottom,timeout,False,20,3
single pct_b,AUDUSD,2019-09-06,top,reversal,False,17,3
single pct_b,AUDUSD,2019-10-17,top,timeout,False,20,3
single pct_b,AUDUSD,2019-12-11,top,continuation,False,13,2
single pct_b,AUDUSD,2020-01-27,bottom,continuation,False,19,3
single pct_b,AUDUSD,2020-05-20,top,continuation,False,9,2
single pct_b,AUDUSD,2020-07-08,top,continuation,False,9,1
single pct_b,AUDUSD,2020-08-18,top,continuation,False,10,2
single pct_b,AUDUSD,2020-09-22,bottom,timeout,False,20,3
single pct_b,AUDUSD,2020-11-05,top,timeout,False,20,3
single pct_b,AUDUSD,2020-12-10,top,timeout,False,20,3
single pct_b,AUDUSD,2021-02-01,bottom,reversal,False,14,2
single pct_b,AUDUSD,2021-03-24,bottom,timeout,False,20,2
single pct_b,AUDUSD,2021-05-07,top,reversal,False,4,2
single pct_b,AUDUSD,2021-06-03,bottom,timeout,False,20,3
single pct_b,AUDUSD,2021-07-19,bottom,timeout,False,20,3
single pct_b,AUDUSD,2021-08-17,bottom,reversal,False,13,2
single pct_b,AUDUSD,2021-10-13,top,timeout,False,20,3
single pct_b,AUDUSD,2021-12-23,top,timeout,False,20,3
single pct_b,AUDUSD,2022-01-27,bottom,timeout,False,20,3
single pct_b,AUDUSD,2022-02-28,top,timeout,False,20,3
single pct_b,AUDUSD,2022-04-18,bottom,continuation,False,10,3
single pct_b,AUDUSD,2022-06-13,bottom,timeout,False,20,3
single pct_b,AUDUSD,2022-08-11,top,timeout,False,20,3
single pct_b,AUDUSD,2022-09-23,bottom,timeout,False,20,3
single pct_b,AUDUSD,2022-11-10,top,timeout,False,20,2
single pct_b,AUDUSD,2023-01-09,top,timeout,False,20,3
single pct_b,AUDUSD,2023-02-24,bottom,timeout,False,20,3
single pct_b,AUDUSD,2023-04-03,top,reversal,False,5,2
single pct_b,AUDUSD,2023-04-13,top,reversal,False,8,2
single pct_b,AUDUSD,2023-04-26,bottom,reversal,False,10,2
single pct_b,AUDUSD,2023-05-24,bottom,reversal,False,15,3
single pct_b,AUDUSD,2023-06-15,top,timeout,False,20,3
single pct_b,AUDUSD,2023-08-02,bottom,timeout,False,20,3
single pct_b,AUDUSD,2023-09-27,bottom,timeout,False,20,2
single pct_b,AUDUSD,2023-11-03,top,timeout,False,20,3
single pct_b,AUDUSD,2023-12-14,top,continuation,False,10,2
single pct_b,AUDUSD,2024-01-16,bottom,timeout,False,20,3
single pct_b,AUDUSD,2024-03-07,top,timeout,False,20,3
single pct_b,AUDUSD,2024-04-12,bottom,reversal,False,15,2
single pct_b,AUDUSD,2024-06-07,bottom,reversal,False,18,2
single pct_b,AUDUSD,2024-07-24,bottom,continuation,False,8,2
single pct_b,AUDUSD,2024-08-16,top,continuation,False,1,0
single pct_b,AUDUSD,2024-08-23,top,timeout,False,20,3
single pct_b,AUDUSD,2024-09-24,top,timeout,False,20,3
single pct_b,AUDUSD,2024-11-13,bottom,timeout,False,20,3
single pct_b,AUDUSD,2025-01-20,top,reversal,False,10,2
single pct_b,AUDUSD,2025-02-14,top,timeout,False,20,3
single pct_b,AUDUSD,2025-04-04,bottom,reversal,False,8,3
single pct_b,AUDUSD,2025-05-23,top,timeout,False,20,1
single pct_b,AUDUSD,2025-06-30,top,timeout,False,20,3
single pct_b,AUDUSD,2025-07-30,bottom,timeout,False,20,2
single pct_b,AUDUSD,2025-09-11,top,timeout,False,20,3
single pct_b,AUDUSD,2025-10-10,bottom,timeout,False,20,3
single pct_b,AUDUSD,2025-12-03,top,timeout,False,20,3
single pct_b,AUDUSD,2026-01-21,top,continuation,False,2,2
single pct_b,AUDUSD,2026-03-05,bottom,reversal,False,3,2
single pct_b,AUDUSD,2026-03-11,top,reversal,False,8,2
single pct_b,AUDUSD,2026-03-26,bottom,reversal,False,15,3
single pct_b,AUDUSD,2026-05-08,top,reversal,False,7,2
single pct_b,AUDUSD,2026-06-05,bottom,continuation,False,13,2
single pct_b,AUDUSD,2026-08-05,top,continuation,False,16,2
single pct_b,USDCHF,2009-03-12,top,reversal,False,4,2
single pct_b,USDCHF,2009-03-19,bottom,timeout,False,20,3
single pct_b,USDCHF,2009-04-17,top,reversal,False,12,2
single pct_b,USDCHF,2009-05-08,bottom,timeout,False,20,3
single pct_b,USDCHF,2009-09-08,bottom,timeout,False,20,3
single pct_b,USDCHF,2009-10-14,bottom,timeout,False,20,3
single pct_b,USDCHF,2009-11-25,bottom,reversal,False,12,3
single pct_b,USDCHF,2009-12-15,top,timeout,False,20,3
single pct_b,USDCHF,2010-01-29,top,timeout,False,20,3
single pct_b,USDCHF,2010-03-12,bottom,timeout,False,20,2
single pct_b,USDCHF,2010-04-22,top,continuation,False,9,3
single pct_b,USDCHF,2010-06-14,bottom,continuation,False,3,2
single pct_b,USDCHF,2010-08-19,bottom,continuation,False,18,2
single pct_b,USDCHF,2010-09-22,bottom,timeout,False,20,3
single pct_b,USDCHF,2010-10-26,top,timeout,False,20,3
single pct_b,USDCHF,2010-12-13,bottom,timeout,False,20,3
single pct_b,USDCHF,2011-03-16,bottom,timeout,False,20,3
single pct_b,USDCHF,2011-05-27,bottom,timeout,False,20,3
single pct_b,USDCHF,2011-07-13,bottom,continuation,False,14,3
single pct_b,USDCHF,2011-09-06,top,continuation,False,12,2
single pct_b,USDCHF,2011-10-27,bottom,reversal,False,9,3
single pct_b,USDCHF,2011-12-12,top,timeout,False,20,2
single pct_b,USDCHF,2012-01-25,bottom,timeout,False,20,3
single pct_b,USDCHF,2012-02-23,bottom,reversal,False,14,3
single pct_b,USDCHF,2012-05-08,top,continuation,False,5,2
single pct_b,USDCHF,2012-07-05,top,continuation,False,13,2
single pct_b,USDCHF,2012-08-21,bottom,continuation,False,18,3
single pct_b,USDCHF,2012-10-16,bottom,reversal,False,14,2
single pct_b,USDCHF,2012-11-23,bottom,timeout,False,20,3
single pct_b,USDCHF,2013-01-15,top,reversal,False,12,3
single pct_b,USDCHF,2013-03-01,top,timeout,False,20,3
single pct_b,USDCHF,2013-04-05,bottom,timeout,False,20,2
single pct_b,USDCHF,2013-05-10,top,reversal,False,19,3
single pct_b,USDCHF,2013-07-04,top,timeout,False,20,3
single pct_b,USDCHF,2013-09-05,top,reversal,False,9,3
single pct_b,USDCHF,2013-10-22,bottom,reversal,False,12,3
single pct_b,USDCHF,2013-12-05,bottom,timeout,False,20,3
single pct_b,USDCHF,2014-01-03,top,timeout,False,20,3
single pct_b,USDCHF,2014-02-28,bottom,timeout,False,20,3
single pct_b,USDCHF,2014-05-06,bottom,reversal,False,3,2
single pct_b,USDCHF,2014-05-13,top,timeout,False,20,3
single pct_b,USDCHF,2014-06-30,bottom,reversal,False,16,3
single pct_b,USDCHF,2014-08-22,top,continuation,False,9,2
single pct_b,USDCHF,2014-11-03,top,timeout,False,20,3
single pct_b,USDCHF,2014-12-03,top,timeout,False,20,3
single pct_b,USDCHF,2015-01-15,bottom,timeout,False,20,3
single pct_b,USDCHF,2015-03-05,top,continuation,False,3,1
single pct_b,USDCHF,2015-04-29,bottom,timeout,False,20,3
single pct_b,USDCHF,2015-07-01,top,timeout,False,20,2
single pct_b,USDCHF,2015-08-04,top,reversal,False,14,3
single pct_b,USDCHF,2015-10-09,bottom,reversal,False,12,2
single pct_b,USDCHF,2015-10-28,top,timeout,False,20,3
single pct_b,USDCHF,2015-12-09,bottom,timeout,False,20,3
single pct_b,USDCHF,2016-01-22,top,reversal,False,11,2
single pct_b,USDCHF,2016-03-11,bottom,continuation,False,13,1
single pct_b,USDCHF,2016-04-22,top,reversal,False,7,3
single pct_b,USDCHF,2016-06-07,bottom,timeout,False,20,3
single pct_b,USDCHF,2016-07-29,bottom,reversal,False,6,1
single pct_b,USDCHF,2016-08-18,bottom,reversal,False,9,3
single pct_b,USDCHF,2016-10-11,top,timeout,False,20,3
single pct_b,USDCHF,2016-12-14,top,timeout,False,20,3
single pct_b,USDCHF,2017-01-17,bottom,timeout,False,20,3
single pct_b,USDCHF,2017-03-16,bottom,timeout,False,20,2
single pct_b,USDCHF,2017-05-17,bottom,timeout,False,20,3
single pct_b,USDCHF,2017-06-27,bottom,timeout,False,20,2
single pct_b,USDCHF,2017-08-25,bottom,timeout,False,20,2
single pct_b,USDCHF,2017-10-20,top,continuation,False,4,1
single pct_b,USDCHF,2017-11-01,top,timeout,False,20,3
single pct_b,USDCHF,2017-12-28,bottom,continuation,False,13,3
single pct_b,USDCHF,2018-01-24,bottom,continuation,False,16,3
single pct_b,USDCHF,2018-03-08,top,timeout,False,20,3
single pct_b,USDCHF,2018-04-20,top,continuation,False,2,0
single pct_b,USDCHF,2018-05-01,top,timeout,False,20,3
single pct_b,USDCHF,2018-05-31,bottom,timeout,False,20,3
single pct_b,USDCHF,2018-07-12,top,timeout,False,20,2
single pct_b,USDCHF,2018-08-21,bottom,continuation,False,6,2
single pct_b,USDCHF,2018-09-28,top,timeout,False,20,3
single pct_b,USDCHF,2018-10-29,top,timeout,False,20,3
single pct_b,USDCHF,2018-12-20,bottom,continuation,False,14,2
single pct_b,USDCHF,2019-02-12,top,timeout,False,20,2
single pct_b,USDCHF,2019-03-20,bottom,timeout,False,20,3
single pct_b,USDCHF,2019-05-13,bottom,continuation,False,17,3
single pct_b,USDCHF,2019-06-06,bottom,continuation,False,13,3
single pct_b,USDCHF,2019-08-05,bottom,timeout,False,20,3
single pct_b,USDCHF,2019-10-03,top,reversal,False,11,2
single pct_b,USDCHF,2019-12-27,bottom,timeout,False,20,3
single pct_b,USDCHF,2020-01-31,bottom,reversal,False,5,2
single pct_b,USDCHF,2020-02-14,top,reversal,False,10,3
single pct_b,USDCHF,2020-03-02,bottom,continuation,False,4,3
single pct_b,USDCHF,2020-05-29,bottom,continuation,False,8,2
single pct_b,USDCHF,2020-07-08,bottom,continuation,False,12,2
single pct_b,USDCHF,2020-09-08,top,timeout,False,20,2
single pct_b,USDCHF,2020-11-06,bottom,reversal,False,2,2
single pct_b,USDCHF,2020-12-01,bottom,timeout,False,20,3
single pct_b,USDCHF,2021-01-05,bottom,reversal,False,4,2
single pct_b,USDCHF,2021-02-01,top,continuation,False,19,2
single pct_b,USDCHF,2021-03-01,top,timeout,False,20,3
single pct_b,USDCHF,2021-05-07,bottom,reversal,False,3,0
single pct_b,USDCHF,2021-06-16,top,continuation,False,10,2
single pct_b,USDCHF,2021-07-28,bottom,reversal,False,9,2
single pct_b,USDCHF,2021-09-13,top,continuation,False,12,2
single pct_b,USDCHF,2021-10-20,bottom,reversal,False,20,2
single pct_b,USDCHF,2021-12-29,bottom,timeout,False,20,2
single pct_b,USDCHF,2022-01-27,top,timeout,False,20,3
single pct_b,USDCHF,2022-03-11,top,timeout,False,20,3
single pct_b,USDCHF,2022-04-14,top,continuation,False,9,3
single pct_b,USDCHF,2022-06-13,top,reversal,False,9,3
single pct_b,USDCHF,2022-09-26,top,timeout,False,20,3
single pct_b,USDCHF,2022-11-03,top,reversal,False,3,2
single pct_b,USDCHF,2022-11-10,bottom,timeout,False,20,3
single pct_b,USDCHF,2022-12-14,bottom,timeout,False,20,3
single pct_b,USDCHF,2023-01-18,bottom,timeout,False,20,2
single pct_b,USDCHF,2023-02-24,top,reversal,False,11,3
single pct_b,USDCHF,2023-04-12,bottom,timeout,False,20,3
single pct_b,USDCHF,2023-05-18,top,timeout,False,20,3
single pct_b,USDCHF,2023-07-10,bottom,continuation,False,2,2
single pct_b,USDCHF,2023-08-24,top,continuation,False,20,2
single pct_b,USDCHF,2023-10-19,bottom,timeout,False,20,3
single pct_b,USDCHF,2023-12-14,bottom,continuation,False,9,3
single pct_b,USDCHF,2024-01-17,top,timeout,False,20,3
single pct_b,USDCHF,2024-03-18,top,continuation,False,6,3
single pct_b,USDCHF,2024-06-03,bottom,timeout,False,20,3
single pct_b,USDCHF,2024-07-17,bottom,continuation,False,12,3
single pct_b,USDCHF,2024-09-27,bottom,reversal,False,5,2
single pct_b,USDCHF,2024-10-08,top,timeout,False,20,2
single pct_b,USDCHF,2024-12-18,top,timeout,False,20,3
single pct_b,USDCHF,2025-02-14,bottom,continuation,False,15,3
single pct_b,USDCHF,2025-04-03,bottom,continuation,False,5,3
single pct_b,USDCHF,2025-05-12,top,timeout,False,20,3
single pct_b,USDCHF,2025-06-12,bottom,timeout,False,20,3
single pct_b,USDCHF,2025-07-29,top,timeout,False,20,2
single pct_b,USDCHF,2025-09-08,bottom,timeout,False,20,2
single pct_b,USDCHF,2025-10-09,top,timeout,False,20,3
single pct_b,USDCHF,2025-12-23,bottom,timeout,False,20,3
single pct_b,USDCHF,2026-01-23,bottom,continuation,False,3,3
single pct_b,USDCHF,2026-03-03,top,continuation,False,19,2
single pct_b,USDCHF,2026-04-14,bottom,timeout,False,20,3
single pct_b,USDCHF,2026-06-03,top,continuation,False,12,3
single pct_b,USDCHF,2026-07-23,top,reversal,False,19,3
single pct_b,EURJPY,2009-02-24,top,timeout,False,20,3
single pct_b,EURJPY,2009-04-20,bottom,timeout,False,20,3
single pct_b,EURJPY,2009-05-28,top,timeout,False,20,3
single pct_b,EURJPY,2009-07-08,bottom,reversal,False,18,3
single pct_b,EURJPY,2009-10-01,bottom,reversal,False,11,3
single pct_b,EURJPY,2009-11-26,bottom,timeout,False,20,3
single pct_b,EURJPY,2010-01-20,bottom,continuation,False,11,3
single pct_b,EURJPY,2010-03-31,top,timeout,False,20,3
single pct_b,EURJPY,2010-05-05,bottom,continuation,False,1,3
single pct_b,EURJPY,2010-06-29,bottom,reversal,False,12,2
single pct_b,EURJPY,2010-08-11,bottom,timeout,False,20,3
single pct_b,EURJPY,2010-09-15,top,timeout,False,20,3
single pct_b,EURJPY,2010-10-19,bottom,timeout,False,20,2
single pct_b,EURJPY,2010-11-23,bottom,timeout,False,20,2
single pct_b,EURJPY,2010-12-28,bottom,reversal,False,18,3
single pct_b,EURJPY,2011-03-03,top,reversal,False,9,3
single pct_b,EURJPY,2011-04-01,top,timeout,False,20,3
single pct_b,EURJPY,2011-05-05,bottom,timeout,False,20,2
single pct_b,EURJPY,2011-07-11,bottom,timeout,False,20,3
single pct_b,EURJPY,2011-08-10,bottom,timeout,False,20,2
single pct_b,EURJPY,2011-09-08,bottom,continuation,False,10,2
single pct_b,EURJPY,2011-10-14,top,timeout,False,20,3
single pct_b,EURJPY,2011-11-15,bottom,timeout,False,20,3
single pct_b,EURJPY,2011-12-30,bottom,timeout,False,20,3
single pct_b,EURJPY,2012-02-17,top,continuation,False,20,3
single pct_b,EURJPY,2012-03-20,top,reversal,False,15,3
single pct_b,EURJPY,2012-05-04,bottom,continuation,False,9,2
single pct_b,EURJPY,2012-05-31,bottom,timeout,False,20,3
single pct_b,EURJPY,2012-07-06,bottom,continuation,False,11,2
single pct_b,EURJPY,2012-08-21,top,continuation,False,19,3
single pct_b,EURJPY,2012-10-16,top,timeout,False,20,3
single pct_b,EURJPY,2012-11-21,top,continuation,False,19,3
single pct_b,EURJPY,2013-02-25,bottom,timeout,False,20,3
single pct_b,EURJPY,2013-04-08,top,timeout,False,20,3
single pct_b,EURJPY,2013-05-09,top,timeout,False,20,2
single pct_b,EURJPY,2013-06-11,bottom,timeout,False,20,2
single pct_b,EURJPY,2013-07-18,top,reversal,False,17,2
single pct_b,EURJPY,2013-08-22,top,timeout,False,20,2
single pct_b,EURJPY,2013-10-22,top,timeout,False,20,3
single pct_b,EURJPY,2013-11-22,top,timeout,False,20,3
single pct_b,EURJPY,2014-01-30,bottom,timeout,False,20,3
single pct_b,EURJPY,2014-03-06,top,timeout,False,20,3
single pct_b,EURJPY,2014-05-08,bottom,continuation,False,6,1
single pct_b,EURJPY,2014-06-12,bottom,timeout,False,20,3
single pct_b,EURJPY,2014-07-16,bottom,timeout,False,20,2
single pct_b,EURJPY,2014-09-02,top,continuation,False,12,3
single pct_b,EURJPY,2014-10-10,bottom,reversal,False,16,3
single pct_b,EURJPY,2014-12-16,bottom,continuation,False,15,2
single pct_b,EURJPY,2015-01-09,bottom,continuation,False,2,0
single pct_b,EURJPY,2015-01-15,bottom,timeout,False,20,3
single pct_b,EURJPY,2015-03-04,bottom,continuation,False,5,2
single pct_b,EURJPY,2015-04-10,bottom,reversal,False,13,2
single pct_b,EURJPY,2015-06-02,top,timeout,False,20,3
single pct_b,EURJPY,2015-07-06,bottom,timeout,False,20,3
single pct_b,EURJPY,2015-08-10,top,reversal,False,18,3
single pct_b,EURJPY,2015-10-28,bottom,timeout,False,20,3
single pct_b,EURJPY,2015-12-03,top,reversal,False,11,2
single pct_b,EURJPY,2015-12-31,bottom,continuation,False,4,2
single pct_b,EURJPY,2016-01-29,top,reversal,False,9,3
single pct_b,EURJPY,2016-03-31,top,reversal,False,5,2
single pct_b,EURJPY,2016-06-02,bottom,continuation,False,10,2
single pct_b,EURJPY,2016-06-24,bottom,timeout,False,20,3
single pct_b,EURJPY,2016-08-29,top,continuation,False,3,1
single pct_b,EURJPY,2016-09-21,bottom,reversal,False,10,3
single pct_b,EURJPY,2016-11-08,top,continuation,False,12,3
single pct_b,EURJPY,2016-11-30,top,timeout,False,20,3
single pct_b,EURJPY,2017-01-16,bottom,timeout,False,20,2
single pct_b,EURJPY,2017-02-24,bottom,timeout,False,20,3
single pct_b,EURJPY,2017-03-31,bottom,timeout,False,20,3
single pct_b,EURJPY,2017-06-27,top,timeout,False,20,3
single pct_b,EURJPY,2017-09-18,top,timeout,False,20,3
single pct_b,EURJPY,2017-10-20,top,reversal,False,5,2
single pct_b,EURJPY,2017-11-30,top,timeout,False,20,2
single pct_b,EURJPY,2018-02-02,top,reversal,False,4,3
single pct_b,EURJPY,2018-03-22,bottom,reversal,False,13,2
single pct_b,EURJPY,2018-05-03,bottom,continuation,False,14,2
single pct_b,EURJPY,2018-07-11,top,timeout,False,20,3
single pct_b,EURJPY,2018-08-10,bottom,timeout,False,20,3
single pct_b,EURJPY,2018-09-20,top,timeout,False,20,3
single pct_b,EURJPY,2018-12-20,bottom,continuation,False,3,2
single pct_b,EURJPY,2019-02-01,top,continuation,False,20,1
single pct_b,EURJPY,2019-03-22,bottom,timeout,False,20,3
single pct_b,EURJPY,2019-05-07,bottom,timeout,False,20,3
single pct_b,EURJPY,2019-08-01,bottom,timeout,False,20,3
single pct_b,EURJPY,2019-09-12,top,timeout,False,20,3
single pct_b,EURJPY,2019-10-15,top,timeout,False,20,3
single pct_b,EURJPY,2019-12-12,top,timeout,False,20,3
single pct_b,EURJPY,2020-01-27,bottom,timeout,False,20,3
single pct_b,EURJPY,2020-03-09,bottom,timeout,False,20,3
single pct_b,EURJPY,2020-05-20,top,continuation,False,9,3
single pct_b,EURJPY,2020-07-14,top,continuation,False,13,2
single pct_b,EURJPY,2020-09-16,bottom,timeout,False,20,3
single pct_b,EURJPY,2020-10-28,bottom,reversal,False,8,2
single pct_b,EURJPY,2020-12-01,top,timeout,False,20,3
single pct_b,EURJPY,2021-01-01,bottom,reversal,False,3,2
single pct_b,EURJPY,2021-01-07,top,reversal,False,6,2
single pct_b,EURJPY,2021-01-18,bottom,reversal,False,20,3
single pct_b,EURJPY,2021-02-24,top,timeout,False,20,3
single pct_b,EURJPY,2021-04-27,top,continuation,False,16,2
single pct_b,EURJPY,2021-05-27,top,reversal,False,16,3
single pct_b,EURJPY,2021-07-08,bottom,timeout,False,20,3
single pct_b,EURJPY,2021-08-16,bottom,reversal,False,13,3
single pct_b,EURJPY,2021-09-20,bottom,reversal,False,15,3
single pct_b,EURJPY,2021-11-09,bottom,continuation,False,8,2
single pct_b,EURJPY,2021-12-23,top,timeout,False,20,2
single pct_b,EURJPY,2022-03-01,bottom,reversal,False,15,3
single pct_b,EURJPY,2022-04-19,top,reversal,False,17,3
single pct_b,EURJPY,2022-06-02,top,timeout,False,20,3
single pct_b,EURJPY,2022-07-06,bottom,timeout,False,20,3
single pct_b,EURJPY,2022-08-29,top,continuation,False,7,2
single pct_b,EURJPY,2022-10-17,top,timeout,False,20,3
single pct_b,EURJPY,2022-12-01,bottom,reversal,False,10,2
single pct_b,EURJPY,2022-12-20,bottom,timeout,False,20,3
single pct_b,EURJPY,2023-02-15,top,timeout,False,20,3
single pct_b,EURJPY,2023-03-17,bottom,reversal,False,10,2
single pct_b,EURJPY,2023-04-28,top,timeout,False,20,3
single pct_b,EURJPY,2023-06-13,top,continuation,False,3,2
single pct_b,EURJPY,2023-07-27,bottom,reversal,False,10,3
single pct_b,EURJPY,2023-10-03,bottom,reversal,False,12,2
single pct_b,EURJPY,2023-10-23,top,timeout,False,20,3
single pct_b,EURJPY,2023-12-01,bottom,continuation,False,4,3
single pct_b,EURJPY,2024-01-10,top,timeout,False,20,3
single pct_b,EURJPY,2024-03-11,bottom,reversal,False,6,2
single pct_b,EURJPY,2024-03-20,top,timeout,False,20,3
single pct_b,EURJPY,2024-04-23,top,continuation,False,3,3
single pct_b,EURJPY,2024-06-24,top,continuation,False,12,3
single pct_b,EURJPY,2024-07-23,bottom,continuation,False,6,3
single pct_b,EURJPY,2024-09-04,bottom,timeout,False,20,2
single pct_b,EURJPY,2024-10-28,top,reversal,False,16,2
single pct_b,EURJPY,2024-11-21,bottom,continuation,False,7,3
single pct_b,EURJPY,2024-12-19,top,timeout,False,20,3
single pct_b,EURJPY,2025-02-03,bottom,timeout,False,20,2
single pct_b,EURJPY,2025-05-01,top,timeout,False,20,2
single pct_b,EURJPY,2025-06-06,top,continuation,False,11,3
single pct_b,EURJPY,2025-08-04,bottom,timeout,False,20,2
single pct_b,EURJPY,2025-09-04,top,continuation,False,15,1
single pct_b,EURJPY,2025-10-06,top,timeout,False,20,3
single pct_b,EURJPY,2025-11-12,top,timeout,False,20,3
single pct_b,EURJPY,2025-12-12,top,timeout,False,20,3
single pct_b,EURJPY,2026-01-13,top,timeout,False,20,3
single pct_b,EURJPY,2026-02-11,bottom,timeout,False,20,3
single pct_b,EURJPY,2026-04-07,top,continuation,False,6,2
single pct_b,EURJPY,2026-04-30,bottom,timeout,False,20,3
single pct_b,EURJPY,2026-06-16,top,reversal,False,5,2
single pct_b,EURJPY,2026-07-29,top,reversal,False,1,3
single pct_b,GBPJPY,2009-02-24,top,timeout,False,20,3
single pct_b,GBPJPY,2009-04-02,top,timeout,False,20,3
single pct_b,GBPJPY,2009-05-28,top,timeout,False,20,3
single pct_b,GBPJPY,2009-07-07,bottom,reversal,False,19,2
single pct_b,GBPJPY,2009-09-24,bottom,continuation,False,2,3
single pct_b,GBPJPY,2009-10-21,top,timeout,False,20,3
single pct_b,GBPJPY,2009-11-20,bottom,continuation,False,5,2
single pct_b,GBPJPY,2009-12-31,top,timeout,False,20,3
single pct_b,GBPJPY,2010-02-04,bottom,timeout,False,20,3
single pct_b,GBPJPY,2010-03-30,top,continuation,False,19,2
single pct_b,GBPJPY,2010-05-06,bottom,timeout,False,20,3
single pct_b,GBPJPY,2010-07-27,top,reversal,False,20,2
single pct_b,GBPJPY,2010-09-15,top,reversal,False,16,1
single pct_b,GBPJPY,2010-10-12,bottom,timeout,False,20,3
single pct_b,GBPJPY,2010-11-10,top,timeout,False,20,3
single pct_b,GBPJPY,2010-12-22,bottom,timeout,False,20,3
single pct_b,GBPJPY,2011-02-10,top,timeout,False,20,2
single pct_b,GBPJPY,2011-03-15,bottom,continuation,False,2,3
single pct_b,GBPJPY,2011-04-05,top,timeout,False,20,3
single pct_b,GBPJPY,2011-05-05,bottom,timeout,False,20,3
single pct_b,GBPJPY,2011-07-11,bottom,timeout,False,20,3
single pct_b,GBPJPY,2011-08-10,bottom,timeout,False,20,2
single pct_b,GBPJPY,2011-09-12,bottom,continuation,False,8,3
single pct_b,GBPJPY,2011-10-14,top,timeout,False,20,3
single pct_b,GBPJPY,2011-12-29,bottom,timeout,False,20,2
single pct_b,GBPJPY,2012-02-16,top,continuation,False,7,3
single pct_b,GBPJPY,2012-03-16,top,timeout,False,20,3
single pct_b,GBPJPY,2012-05-17,bottom,continuation,False,11,3
single pct_b,GBPJPY,2012-07-12,bottom,timeout,False,20,2
single pct_b,GBPJPY,2012-08-16,top,timeout,False,20,3
single pct_b,GBPJPY,2012-09-14,top,timeout,False,20,3
single pct_b,GBPJPY,2012-10-22,top,timeout,False,20,3
single pct_b,GBPJPY,2012-11-21,top,continuation,False,20,3
single pct_b,GBPJPY,2013-02-01,top,reversal,False,16,3
single pct_b,GBPJPY,2013-04-02,bottom,reversal,False,2,2
single pct_b,GBPJPY,2013-06-11,bottom,timeout,False,20,2
single pct_b,GBPJPY,2013-07-18,top,reversal,False,9,2
single pct_b,GBPJPY,2013-09-04,top,timeout,False,20,3
single pct_b,GBPJPY,2013-10-04,bottom,timeout,False,20,2
single pct_b,GBPJPY,2013-11-13,top,continuation,False,6,2
single pct_b,GBPJPY,2013-12-27,top,timeout,False,20,3
single pct_b,GBPJPY,2014-01-31,bottom,timeout,False,20,2
single pct_b,GBPJPY,2014-03-06,top,reversal,False,6,2
single pct_b,GBPJPY,2014-05-14,bottom,timeout,False,20,2
single pct_b,GBPJPY,2014-06-13,top,timeout,False,20,3
single pct_b,GBPJPY,2014-08-06,bottom,timeout,False,20,2
single pct_b,GBPJPY,2014-09-11,top,continuation,False,5,3
single pct_b,GBPJPY,2014-10-13,bottom,continuation,False,2,1
single pct_b,GBPJPY,2014-10-31,top,timeout,False,20,3
single pct_b,GBPJPY,2015-01-05,bottom,continuation,False,7,2
single pct_b,GBPJPY,2015-02-06,top,timeout,False,20,2
single pct_b,GBPJPY,2015-03-11,bottom,continuation,False,5,2
single pct_b,GBPJPY,2015-04-10,bottom,reversal,False,8,2
single pct_b,GBPJPY,2015-05-11,top,timeout,False,20,2
single pct_b,GBPJPY,2015-06-17,top,reversal,False,14,3
single pct_b,GBPJPY,2015-08-21,bottom,continuation,False,1,2
single pct_b,GBPJPY,2015-09-01,bottom,timeout,False,20,3
single pct_b,GBPJPY,2015-11-18,top,reversal,False,16,3
single pct_b,GBPJPY,2015-12-18,bottom,continuation,False,12,3
single pct_b,GBPJPY,2016-02-11,bottom,timeout,False,20,3
single pct_b,GBPJPY,2016-04-05,bottom,timeout,False,20,3
single pct_b,GBPJPY,2016-05-25,top,reversal,False,8,3
single pct_b,GBPJPY,2016-06-10,bottom,continuation,False,10,3
single pct_b,GBPJPY,2016-08-31,top,timeout,False,20,3
single pct_b,GBPJPY,2016-10-07,bottom,timeout,False,20,2
single pct_b,GBPJPY,2017-01-09,bottom,timeout,False,20,3
single pct_b,GBPJPY,2017-03-29,bottom,reversal,False,18,1
single pct_b,GBPJPY,2017-04-25,top,timeout,False,20,3
single pct_b,GBPJPY,2017-05-26,bottom,timeout,False,20,3
single pct_b,GBPJPY,2017-06-27,top,timeout,False,20,3
single pct_b,GBPJPY,2017-08-08,bottom,timeout,False,20,3
single pct_b,GBPJPY,2017-09-11,top,continuation,False,4,3
single pct_b,GBPJPY,2017-10-31,top,timeout,False,20,2
single pct_b,GBPJPY,2017-11-30,top,timeout,False,20,3
single pct_b,GBPJPY,2018-01-05,top,timeout,False,20,3
