study,pair,date,side,outcome,tie,k,bucket
single cot,NZDUSD,2014-12-29,bottom,continuation,False,4,0
single cot,NZDUSD,2015-03-16,bottom,reversal,False,5,2
single cot,NZDUSD,2015-06-01,bottom,timeout,False,20,3
single cot,NZDUSD,2017-06-26,top,continuation,False,19,2
single cot,NZDUSD,2017-10-23,top,reversal,False,4,2
single cot,NZDUSD,2018-04-16,top,reversal,False,5,3
single cot,NZDUSD,2019-09-23,bottom,timeout,False,20,3
single cot,NZDUSD,2020-08-24,top,continuation,False,3,2
single cot,NZDUSD,2022-05-30,bottom,timeout,False,20,3
single cot,NZDUSD,2024-03-04,top,continuation,False,3,1
single cot,NZDUSD,2025-06-30,top,timeout,False,20,3
single cot,AUDUSD,2011-02-14,top,timeout,False,20,1
single cot,AUDUSD,2011-04-04,top,continuation,False,16,3
single cot,AUDUSD,2011-10-17,bottom,timeout,False,20,3
single cot,AUDUSD,2012-05-28,bottom,reversal,False,17,3
single cot,AUDUSD,2012-10-01,top,reversal,False,4,2
single cot,AUDUSD,2012-12-24,top,continuation,False,6,1
single cot,AUDUSD,2015-01-12,bottom,continuation,False,2,0
single cot,AUDUSD,2017-07-17,top,continuation,False,8,3
single cot,AUDUSD,2020-09-21,top,reversal,False,2,1
single cot,AUDUSD,2021-01-18,top,timeout,False,20,2
single cot,AUDUSD,2021-03-08,top,continuation,False,2,0
single cot,AUDUSD,2021-10-11,bottom,reversal,False,6,1
single cot,AUDUSD,2021-11-29,bottom,timeout,False,20,3
single cot,AUDUSD,2022-02-14,bottom,reversal,False,13,2
single cot,AUDUSD,2024-09-30,top,reversal,False,17,3
single cot,AUDUSD,2026-03-09,top,continuation,False,1,0
single cot,USDCHF,2011-12-19,top,timeout,False,20,2
single cot,USDCHF,2012-03-19,top,timeout,False,20,1
single cot,USDCHF,2012-05-28,top,timeout,False,20,3
single cot,USDCHF,2012-07-02,top,continuation,False,3,1
single cot,USDCHF,2013-05-27,top,reversal,False,8,3
single cot,USDCHF,2014-03-24,bottom,reversal,False,9,1
single cot,USDCHF,2014-10-20,top,continuation,False,3,1
single cot,USDCHF,2014-10-27,top,continuation,False,4,1
single cot,USDCHF,2016-12-19,top,timeout,False,20,2
single cot,USDCHF,2020-06-22,bottom,timeout,False,20,3
single cot,USDCHF,2020-11-30,bottom,continuation,False,2,2
single cot,USDCHF,2021-03-01,bottom,reversal,False,3,1
single cot,USDCHF,2022-05-23,top,timeout,False,20,3
single cot,USDCHF,2022-08-08,top,reversal,False,2,0
single cot,EURJPY,2011-02-21,top,reversal,False,17,2
single cot,EURJPY,2011-10-31,bottom,continuation,False,8,1
single cot,EURJPY,2012-01-09,bottom,timeout,False,20,3
single cot,EURJPY,2013-09-30,top,timeout,False,20,2
single cot,EURJPY,2015-03-30,bottom,continuation,False,1,0
single cot,EURJPY,2017-10-09,top,continuation,False,1,0
single cot,EURJPY,2023-06-05,top,continuation,False,8,3
single cot,EURJPY,2024-10-28,bottom,continuation,False,19,3
single cot,EURJPY,2024-12-02,bottom,reversal,False,13,3
single cot,EURJPY,2025-01-27,bottom,continuation,False,5,1
single cot,GBPJPY,2009-10-05,bottom,reversal,False,14,3
single cot,GBPJPY,2011-02-21,top,reversal,False,16,3
single cot,GBPJPY,2011-04-11,top,timeout,False,20,3
single cot,GBPJPY,2011-10-31,bottom,continuation,False,1,0
single cot,GBPJPY,2012-04-30,top,reversal,False,13,1
single cot,GBPJPY,2014-01-06,top,reversal,False,20,2
single cot,GBPJPY,2014-04-07,top,timeout,False,20,2
single cot,GBPJPY,2016-04-04,bottom,continuation,False,3,2
single cot,GBPJPY,2016-06-13,bottom,continuation,False,9,3
single cot,GBPJPY,2017-10-09,top,timeout,False,20,2
